Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
-1.736259371647606,-1.1022661148484147,1.400548854064653,1.3046148526067083,1.2429307974979233,0.24010258038927612,0,0,0,-1.4030322091011858
-1.7345248146954007,1.1460188863503908,1.400548854064653,1.3046148526067083,1.2429307974979233,-0.09413025356068473,0,0,0,-0.4075590846802619
-1.7327902577431955,0.6210072789275928,-0.7055475778382928,-0.4989959889686439,1.2429307974979233,-0.6511849768106195,0,2,0,-0.9802513399446042
-1.7310557007909901,-1.4064640167963303,0.6985167100970043,-0.4989959889686439,0.0068088838508353535,-1.6538834786605021,2,1,1,-1.062493612984676
-1.729321143838785,1.6509565205481995,-1.4075797218059414,1.3046148526067083,0.0068088838508353535,0.3793662612017598,0,1,1,0.35623083273993855
-1.7275865868865796,0.8927779933582176,-1.4075797218059414,-0.4989959889686439,-1.2293130297962527,-1.542472534010515,3,3,0,-1.6080661113994936
-1.7258520299343743,0.6820012744958296,-1.4075797218059414,-1.40080140975632,0.0068088838508353535,-0.3726576151856521,1,3,1,-0.32170518669545756
-1.724117472982169,0.4874381493920868,-0.7055475778382928,1.3046148526067083,-1.2293130297962527,-1.0132705469230772,2,2,1,0.2072675886517367
-1.7223829160299637,-1.665881516934654,-0.7055475778382928,-0.4989959889686439,-1.2293130297962527,-0.8183013937856,1,3,1,0.41710734057590126
-1.7189138021255532,-1.1725250211358775,-1.4075797218059414,1.3046148526067083,0.0068088838508353535,-0.40051035134814883,2,3,1,0.4200277627506499
-1.7171792451733479,0.07978207774614952,0.6985167100970043,1.3046148526067083,1.2429307974979233,0.46292446968925005,3,0,1,-1.4855278025281626
-1.7154446882211427,0.11220926526343998,0.6985167100970043,0.4028094318190322,0.0068088838508353535,-1.6817362148229988,0,3,0,1.1302729881044549
-1.7119755743167322,0.8472255156553572,-1.4075797218059414,0.4028094318190322,-1.2293130297962527,0.24010258038927612,3,1,1,-0.20186293051333057
-1.7102410173645268,1.412385069528134,-1.4075797218059414,1.3046148526067083,0.0068088838508353535,-0.8461541299480967,0,3,0,1.1414371794416291
-1.7085064604123215,0.4758570109930545,-0.7055475778382928,-1.40080140975632,-1.2293130297962527,-1.6260307424980054,3,1,1,-1.1893564627467441
-1.7067719034601163,-1.4002874096501796,-0.7055475778382928,-0.4989959889686439,-1.2293130297962527,-1.1803869638980575,0,3,1,1.3321874307811603
-1.7033027895557056,0.20871875192204256,1.400548854064653,-0.4989959889686439,0.0068088838508353535,1.5213284438641261,0,0,0,-1.1538807519920216
-1.7015682326035004,-0.18581202953832476,0.6985167100970043,1.3046148526067083,0.0068088838508353535,-0.7347431852981097,2,2,1,1.6601106716297966
-1.699833675651295,0.35464109574984964,0.6985167100970043,0.4028094318190322,-1.2293130297962527,-0.8461541299480967,0,0,0,0.6230604339924077
-1.69809911869909,-1.0134773871225005,-0.0035154338706442126,-1.40080140975632,-1.2293130297962527,-0.9575650745980836,0,3,0,0.6237009726850106
-1.6963645617468845,-0.37188231981611053,-0.7055475778382928,-0.4989959889686439,1.2429307974979233,0.40721899736425654,1,3,1,-0.32542537752029227
-1.6946300047946792,-1.6203290392317935,1.400548854064653,-1.40080140975632,1.2429307974979233,-1.7095889509854956,3,0,1,0.5466264355378027
-1.692895447842474,0.344604109137355,1.400548854064653,1.3046148526067083,0.0068088838508353535,-0.06627751739818799,3,2,1,-0.0383120510020657
-1.6911608908902687,0.5538366762132054,0.6985167100970043,-0.4989959889686439,1.2429307974979233,-0.17768846204817496,3,2,1,0.7522719256273529
-1.6894263339380635,-0.30007926174211025,-0.7055475778382928,1.3046148526067083,-1.2293130297962527,-0.7625959214606064,0,0,1,-0.08844415557058259
-1.6876917769858581,-0.7880312262880048,-0.0035154338706442126,0.4028094318190322,1.2429307974979233,1.3820647630516423,0,3,1,1.4858805283791472
-1.6859572200336528,-0.5865194181448427,-0.7055475778382928,1.3046148526067083,-1.2293130297962527,-0.9018596022730901,0,0,0,-1.1981032538203098
-1.6842226630814476,0.7059356271871631,-1.4075797218059414,1.3046148526067083,0.0068088838508353535,-0.2333939343731684,2,3,0,1.3208495340358226
-1.6824881061292423,0.9792504934043256,-0.7055475778382928,0.4028094318190322,0.0068088838508353535,-0.7347431852981097,2,0,1,0.6856703770473352
-1.6807535491770371,1.2371238417561117,-1.4075797218059414,-1.40080140975632,-1.2293130297962527,1.632739388514113,1,3,0,-1.2138887327871668
-1.6790189922248318,-1.2674903560079425,-1.4075797218059414,0.4028094318190322,1.2429307974979233,-0.20554119821067168,0,0,0,0.6794495521174803
-1.6772844352726264,0.46350379670075337,-0.0035154338706442126,0.4028094318190322,0.0068088838508353535,0.7414518313142174,3,1,1,-1.5628882298263063
-1.6755498783204212,0.11375341704997763,0.6985167100970043,1.3046148526067083,0.0068088838508353535,0.4907772058517468,3,3,0,1.5267555822376182
-1.6738153213682159,-1.3030058470983081,-0.7055475778382928,-1.40080140975632,1.2429307974979233,-0.12198298972318147,1,2,0,0.7621116132272806
-1.6720807644160107,0.05816395273462254,-1.4075797218059414,-0.4989959889686439,1.2429307974979233,0.574335414339237,3,0,1,1.3896730642952648
-1.6703462074638054,-0.1750029670325613,-0.7055475778382928,0.4028094318190322,-1.2293130297962527,0.0729861634142957,1,2,0,1.2146033449051588
-1.6686116505116,-1.5801810927818147,0.6985167100970043,-1.40080140975632,1.2429307974979233,0.18439710806428264,0,0,0,-1.1552342066306287
-1.6668770935593948,-0.1904444848979377,0.6985167100970043,0.4028094318190322,1.2429307974979233,-0.31695214286065865,3,2,1,-0.7388478678120657
-1.6651425366071895,0.41409093953154885,1.400548854064653,0.4028094318190322,1.2429307974979233,-1.124681491573064,0,2,0,1.6233249325885077
-1.663407979654984,0.25041085015855885,0.6985167100970043,0.4028094318190322,-1.2293130297962527,0.7135990951517207,2,0,0,-0.7139971378566766
-1.661673422702779,-0.713911940534198,-0.0035154338706442126,0.4028094318190322,-1.2293130297962527,1.2428010822391586,3,0,0,0.3819645651868254
-1.6599388657505736,-0.6251232128082838,-1.4075797218059414,1.3046148526067083,0.0068088838508353535,1.298506554564152,2,2,1,0.3773070889304419
-1.6582043087983684,0.20717460013550493,1.400548854064653,-1.40080140975632,-1.2293130297962527,1.4934757077016294,3,2,1,-0.5093432161387262
-1.656469751846163,-1.1678925657762647,-0.0035154338706442126,-1.40080140975632,0.0068088838508353535,1.0756846652641783,0,2,0,-0.9681715763519017
-1.6547351948939577,1.3328612525214454,-0.7055475778382928,-1.40080140975632,1.2429307974979233,-0.26124667053566514,1,3,0,1.5897708379115938
-1.6530006379417526,-1.7400008026884606,-1.4075797218059414,0.4028094318190322,0.0068088838508353535,1.0478319291016815,0,3,1,0.8474045874982237
-1.6512660809895472,0.667331832523722,0.6985167100970043,1.3046148526067083,0.0068088838508353535,-0.7347431852981097,0,1,1,1.1124283762783265
-1.649531524037342,-0.25684301171905627,-1.4075797218059414,0.4028094318190322,1.2429307974979233,0.1565443719017859,0,3,0,0.5834483632057922
-1.6477969670851367,-0.5425110922285199,-0.7055475778382928,0.4028094318190322,0.0068088838508353535,-0.7347431852981097,3,3,1,-0.478315087605523
-1.6460624101329313,1.2780438640993592,1.400548854064653,-1.40080140975632,-1.2293130297962527,-0.2890994066981619,1,0,0,1.5243418008366798
-1.6443278531807262,0.6063378369554852,1.400548854064653,0.4028094318190322,-1.2293130297962527,-0.26124667053566514,2,1,0,0.20084410741235767
-1.6425932962285208,-0.9779618960321347,1.400548854064653,-0.4989959889686439,-1.2293130297962527,0.5464826781767402,0,1,1,-0.9797048916814233
-1.6408587392763156,0.9059032835437876,0.6985167100970043,0.4028094318190322,-1.2293130297962527,-0.3448048790231554,3,3,1,1.0455011300580024
-1.6391241823241103,0.2511829260518277,-0.0035154338706442126,-0.4989959889686439,0.0068088838508353535,0.4907772058517468,2,0,0,1.360255329650244
-1.637389625371905,1.200836274772477,-0.0035154338706442126,0.4028094318190322,0.0068088838508353535,-0.595479504485626,0,0,0,1.0943593949666537
-1.6356550684196998,-0.6081375431563697,-1.4075797218059414,1.3046148526067083,1.2429307974979233,-1.236092436223051,2,1,1,-1.4248937584910948
-1.6339205114674944,-1.6419471642433205,0.6985167100970043,1.3046148526067083,0.0068088838508353535,-1.124681491573064,0,0,0,-1.310794637366373
-1.6321859545152893,1.5513587303165217,1.400548854064653,-1.40080140975632,0.0068088838508353535,0.10083889957679243,2,2,1,0.5556337847236135
-1.6304513975630839,-0.23676903849406694,1.400548854064653,0.4028094318190322,0.0068088838508353535,-1.1525342277355608,2,3,1,-0.8319865363517264
-1.6287168406108785,-0.9980358692571241,-0.7055475778382928,-0.4989959889686439,1.2429307974979233,1.0478319291016815,1,2,1,1.1587896259446278
-1.6269822836586734,0.814026252244798,-0.7055475778382928,-0.4989959889686439,-1.2293130297962527,-0.5119212959981359,1,1,1,-1.7040528248605016
-1.625247726706468,1.1660928595753801,1.400548854064653,0.4028094318190322,0.0068088838508353535,1.1313901375891717,0,1,1,-1.28077255265545
-1.6235131697542626,-0.7818546191418543,1.400548854064653,-0.4989959889686439,1.2429307974979233,-0.42836308751064556,3,0,0,0.6718282273343072
-1.6217786128020575,-0.9818222754984788,0.6985167100970043,1.3046148526067083,1.2429307974979233,-0.6511849768106195,1,0,1,0.20166197037579411
-1.6200440558498521,-1.506061807028008,-0.0035154338706442126,-0.4989959889686439,1.2429307974979233,-0.9297123384355869,2,1,1,1.0039276357042073
-1.618309498897647,-1.0883687487695761,-0.7055475778382928,-1.40080140975632,-1.2293130297962527,-0.2333939343731684,1,1,1,0.08186675940837805
-1.6165749419454416,-0.9354977219023496,-0.0035154338706442126,1.3046148526067083,0.0068088838508353535,0.7693045674767142,1,2,1,-0.37570585545828217
-1.6148403849932362,1.3166476587628002,0.6985167100970043,1.3046148526067083,1.2429307974979233,0.6300408866642304,0,2,1,0.5500136909969906
-1.613105828041031,-1.4736346195107175,1.400548854064653,1.3046148526067083,-1.2293130297962527,-1.2639451723855477,1,0,1,0.7353103162927223
-1.6113712710888257,-1.3863900435713408,-0.0035154338706442126,0.4028094318190322,1.2429307974979233,0.4907772058517468,1,2,1,0.32963219211490435
-1.6096367141366206,-0.17423089113929247,1.400548854064653,0.4028094318190322,1.2429307974979233,-0.06627751739818799,2,0,0,1.2159495618184257
-1.6079021571844152,1.2324913863964988,1.400548854064653,1.3046148526067083,1.2429307974979233,-0.8740068661105934,1,0,0,-1.6704842547329073
-1.6061676002322098,-1.716838525890396,-1.4075797218059414,0.4028094318190322,1.2429307974979233,1.4656229715391327,2,3,0,0.8712058472792916
-1.6044330432800047,0.21643951085473076,-0.0035154338706442126,-0.4989959889686439,1.2429307974979233,0.2958080527142696,1,0,0,0.9975692939928896
-1.6026984863277993,-0.2012535474037012,-0.0035154338706442126,0.4028094318190322,-1.2293130297962527,0.9085682482891978,1,2,1,-1.108344603014497
-1.6009639293755942,0.314493149299871,1.400548854064653,0.4028094318190322,0.0068088838508353535,0.43507173352675327,3,1,0,1.535759312560759
-1.5992293724233888,-0.6119979226227138,0.6985167100970043,1.3046148526067083,0.0068088838508353535,-0.3726576151856521,1,1,1,1.087805634671152
-1.5974948154711834,-1.4643697087914918,-1.4075797218059414,-1.40080140975632,0.0068088838508353535,1.0756846652641783,2,2,0,-0.009987212883406805
-1.5957602585189783,1.688016163425103,1.400548854064653,-1.40080140975632,0.0068088838508353535,-1.6817362148229988,2,1,0,0.8214790553298229
-1.594025701566773,0.9831108728706697,-0.7055475778382928,-1.40080140975632,-1.2293130297962527,1.4934757077016294,0,0,1,0.009844154548591503
